complex	eggNOG
Tectonic complex	KOG4027@euNOG
CEP290-IQCB1 complex	0IIIW@euNOG
CEP290-IQCB1 complex	KOG0160@euNOG
CC2D2A-CEP290 complex	0IIIW@euNOG
CC2D2A-CEP290 complex	KOG3639@euNOG
CTNND1-GLIS2 complex	KOG1048@euNOG
CTNND1-GLIS2 complex	KOG1721@euNOG
NPHP1-PKD1 complex	0IE0Z@euNOG
NPHP1-PKD1 complex	KOG3599@euNOG
BBS1-BBS4-BBS5-PKD1-TTC8 complex	KOG3599@euNOG
BBS1-BBS4-BBS5-PKD1-TTC8 complex	0IGWS@euNOG
BBS1-BBS4-BBS5-PKD1-TTC8 complex	0IG3X@euNOG
BBS1-BBS4-BBS5-PKD1-TTC8 complex	KOG1129@euNOG
BBS1-BBS4-BBS5-PKD1-TTC8 complex	KOG1124@euNOG
AP5-SPG11-SPG15 complex	0IH98@euNOG
AP5-SPG11-SPG15 complex	0IHX1@euNOG
AP5-SPG11-SPG15 complex	KOG1811@euNOG
AP5-SPG11-SPG15 complex	KOG1884@euNOG
AP5-SPG11-SPG15 complex	KOG0937@euNOG
AP5-SPG11-SPG15 complex	0IYQV@euNOG
ANKRA2-CCDC8-OBSL1-CUL7 complex	KOG0613@euNOG
ANKRA2-CCDC8-OBSL1-CUL7 complex	KOG1815@euNOG
ANKRA2-CCDC8-OBSL1-CUL7 complex	0J8V3@euNOG
ANKRA2-CCDC8-OBSL1-CUL7 complex	KOG4412@euNOG
Gli3-Kif7 complex	0J1RP@euNOG
Gli3-Kif7 complex	KOG1721@euNOG
Gli1-Kif7 complex	0J1RP@euNOG
Gli1-Kif7 complex	KOG1721@euNOG
Gli2-Kif7 complex	0J1RP@euNOG
Gli2-Kif7 complex	KOG1721@euNOG
Kif7-Sufu homolog	0J1RP@euNOG
Kif7-Sufu homolog	0IFRJ@euNOG
OBSL1-CUL7 complex	KOG0613@euNOG
OBSL1-CUL7 complex	KOG1815@euNOG
ATL2-SPG33 complex	0IJBT@euNOG
ATL2-SPG33 complex	KOG2037@euNOG
Fbxw8-Grasp65 complex	KOG3834@euNOG
Fbxw8-Grasp65 complex	0IQD1@euNOG
PDZD11-nectin1 complex	0IF17@euNOG
PDZD11-nectin1 complex	KOG3528@euNOG
PDZD11-nectin3 complex	KOG3528@euNOG
PDZD11-nectin3 complex	0IGR7@euNOG
ATL3-SPG33 complex	0IJBT@euNOG
ATL3-SPG33 complex	KOG2037@euNOG
GAP-43-Galphai complex	KOG0082@euNOG
GAP-43-Galphai complex	0IVZP@euNOG
SPG4-SPG12 complex	KOG1792@euNOG
SPG4-SPG12 complex	KOG0740@euNOG
CADM1-4.1B-MPP3 complex	KOG0609@euNOG
CADM1-4.1B-MPP3 complex	0IH4H@euNOG
CADM1-4.1B-MPP3 complex	KOG3527@euNOG
NF2-WWC1 complex	KOG3529@euNOG
NF2-WWC1 complex	0KDJT@euNOG
RhBG-kAE1-ankyrin-G complex	KOG1172@euNOG
RhBG-kAE1-ankyrin-G complex	KOG4177@euNOG
RhBG-kAE1-ankyrin-G complex	KOG3796@euNOG
MGAT1-NGT complex	KOG1413@euNOG
MGAT1-NGT complex	KOG2234@euNOG
NEK2A-SAV1-STK3 complex	0IMJU@euNOG
NEK2A-SAV1-STK3 complex	KOG0574@euNOG
NEK2A-SAV1-STK3 complex	KOG1891@euNOG
MGAT2-SLC35A3 complex	KOG2791@euNOG
MGAT2-SLC35A3 complex	KOG2234@euNOG
MGAT4B-SLC35A3 complex	0IEDC@euNOG
MGAT4B-SLC35A3 complex	KOG2234@euNOG
MGAT4B-SLC35A2(splice variant 1) complex	KOG2234@euNOG
MGAT4B-SLC35A2(splice variant 1) complex	0IEDC@euNOG
AP5 adaptor complex	0IH98@euNOG
AP5 adaptor complex	0IHX1@euNOG
AP5 adaptor complex	KOG0937@euNOG
AP5 adaptor complex	0IYQV@euNOG
AMOT130-Lats2 complex	0IJU5@euNOG
AMOT130-Lats2 complex	0IRXT@euNOG
MAGT5-SLC35A3 complex	0IDYS@euNOG
MAGT5-SLC35A3 complex	KOG2234@euNOG
VANGL2-PSD95 complex	0ISRH@euNOG
VANGL2-PSD95 complex	KOG3814@euNOG
Merlin-ERM-moesin-CD44 complex	KOG3529@euNOG
Merlin-ERM-moesin-CD44 complex	0IZCP@euNOG
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1	KOG2930@euNOG
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1	0IQD1@euNOG
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1	KOG1815@euNOG
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1	KOG1724@euNOG
Rbx1- Cul1-Skp1-Fbxw8-Cul7-Rbx1	KOG2166@euNOG
WDR20-USP12-UAF1 complex	KOG1864@euNOG
WDR20-USP12-UAF1 complex	KOG0308@euNOG
WDR20-USP12-UAF1 complex	KOG2394@euNOG
WDR20-USP46-UAF1 complex	KOG1864@euNOG
WDR20-USP46-UAF1 complex	KOG0308@euNOG
WDR20-USP46-UAF1 complex	KOG2394@euNOG
USP12-UAF1 complex	KOG1864@euNOG
USP12-UAF1 complex	KOG0308@euNOG
USP46-UAF1 complex	KOG1864@euNOG
USP46-UAF1 complex	KOG0308@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IFZ4@euNOG
CCC-Wash (WASH1, FAM21C) complex	KOG1937@euNOG
CCC-Wash (WASH1, FAM21C) complex	KOG2701@euNOG
CCC-Wash (WASH1, FAM21C) complex	KOG3682@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IZVK@euNOG
CCC-Wash (WASH1, FAM21C) complex	0INVK@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IKFK@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IWFF@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IFHH@euNOG
CCC-Wash (WASH1, FAM21C) complex	0KC8Q@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IHDB@euNOG
CCC-Wash (WASH1, FAM21C) complex	0II5T@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IKHX@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IEJH@euNOG
CCC-Wash (WASH1, FAM21C) complex	0IWIY@euNOG
Phosphorylase kinase complex	KOG3635@euNOG
Phosphorylase kinase complex	KOG0599@euNOG
USP22-SAGA complex	KOG4191@euNOG
USP22-SAGA complex	KOG3423@euNOG
USP22-SAGA complex	KOG2612@euNOG
USP22-SAGA complex	0IQTE@euNOG
USP22-SAGA complex	KOG1472@euNOG
USP22-SAGA complex	KOG3334@euNOG
USP22-SAGA complex	KOG1867@euNOG
USP22-SAGA complex	KOG0889@euNOG
ODC-OAZ1-CCND1 complex	KOG0622@euNOG
ODC-OAZ1-CCND1 complex	KOG0656@euNOG
ODC-OAZ1-CCND1 complex	KOG4387@euNOG
SAGA complex, GCN5-linked	KOG3902@euNOG
SAGA complex, GCN5-linked	KOG4191@euNOG
SAGA complex, GCN5-linked	KOG0263@euNOG
SAGA complex, GCN5-linked	0INFQ@euNOG
SAGA complex, GCN5-linked	KOG1097@euNOG
SAGA complex, GCN5-linked	KOG3423@euNOG
SAGA complex, GCN5-linked	KOG2612@euNOG
SAGA complex, GCN5-linked	KOG1142@euNOG
SAGA complex, GCN5-linked	KOG3334@euNOG
SAGA complex, GCN5-linked	0IU76@euNOG
SAGA complex, GCN5-linked	0IQTE@euNOG
SAGA complex, GCN5-linked	0JRFF@euNOG
SAGA complex, GCN5-linked	KOG1472@euNOG
SAGA complex, GCN5-linked	KOG3038@euNOG
SAGA complex, GCN5-linked	KOG4140@euNOG
SAGA complex, GCN5-linked	KOG1867@euNOG
SAGA complex, GCN5-linked	KOG0889@euNOG
SAGA complex, GCN5-linked	KOG2549@euNOG
CCDC22-COMMD1-CUL2 complex	KOG1937@euNOG
CCDC22-COMMD1-CUL2 complex	KOG2284@euNOG
CCDC22-COMMD1-CUL2 complex	0IWFF@euNOG
CCC complex	KOG1937@euNOG
CCC complex	KOG2701@euNOG
CCC complex	KOG3682@euNOG
CCC complex	0IZVK@euNOG
CCC complex	0INVK@euNOG
CCC complex	0IKFK@euNOG
CCC complex	0IWFF@euNOG
CCC complex	0IFHH@euNOG
CCC complex	0KC8Q@euNOG
CCC complex	0IHDB@euNOG
CCC complex	0II5T@euNOG
CCC complex	0IKHX@euNOG
CCC complex	0IWIY@euNOG
SMAD2-SMAD4-WWTR1 complex	KOG3701@euNOG
SMAD2-SMAD4-WWTR1 complex	0KCVW@euNOG
MED15-WWTR1 complex	KOG4274@euNOG
MED15-WWTR1 complex	0KCVW@euNOG
SMAD3-SMAD4-WWTR1 complex	KOG3701@euNOG
SMAD3-SMAD4-WWTR1 complex	0KCVW@euNOG
KCND3-KCNIP4 complex	KOG0044@euNOG
KCND3-KCNIP4 complex	KOG4390@euNOG
WWTR1-YAP1 complex	0INU8@euNOG
WWTR1-YAP1 complex	0KCVW@euNOG
EP300-KAT2B-TBX5-WWTR1 complex	0IRVA@euNOG
EP300-KAT2B-TBX5-WWTR1 complex	KOG1472@euNOG
EP300-KAT2B-TBX5-WWTR1 complex	KOG3586@euNOG
EP300-KAT2B-TBX5-WWTR1 complex	0KCVW@euNOG
KCNJ11-ABCC9 complex	KOG0054@euNOG
KCNJ11-ABCC9 complex	KOG3827@euNOG
CTNNB1-TBX5-YAP1 complex	KOG4203@euNOG
CTNNB1-TBX5-YAP1 complex	0INU8@euNOG
CTNNB1-TBX5-YAP1 complex	KOG3586@euNOG
Nherf1-Fzd4-Vangl2 complex	0ITAB@euNOG
Nherf1-Fzd4-Vangl2 complex	KOG3577@euNOG
Nherf1-Fzd4-Vangl2 complex	KOG3814@euNOG
ATAC complex, GCN5-linked	KOG0457@euNOG
ATAC complex, GCN5-linked	KOG4191@euNOG
ATAC complex, GCN5-linked	KOG0266@euNOG
ATAC complex, GCN5-linked	KOG0871@euNOG
ATAC complex, GCN5-linked	0IHEM@euNOG
ATAC complex, GCN5-linked	KOG1472@euNOG
ATAC complex, GCN5-linked	KOG3038@euNOG
ATAC complex, GCN5-linked	0KD5Y@euNOG
ATAC complex, GCN5-linked	0IFXK@euNOG
ATAC complex, GCN5-linked	KOG3149@euNOG
CCDC22-COMMD8-CUL1 complex	KOG1937@euNOG
CCDC22-COMMD8-CUL1 complex	KOG2166@euNOG
CCDC22-COMMD8-CUL1 complex	0IHDB@euNOG
Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)	KOG1937@euNOG
Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)	KOG2167@euNOG
Ubiquitin E3 ligase (CCDC22, COMMD8, CUL3)	0IHDB@euNOG
LATS1-NPHP4 complex	0IEHW@euNOG
LATS1-NPHP4 complex	KOG0608@euNOG
NEK8-WWTR1 complex	KOG0589@euNOG
NEK8-WWTR1 complex	0KCVW@euNOG
Ezrin-Nherf1-Irbit-NHE3 complex	KOG3529@euNOG
Ezrin-Nherf1-Irbit-NHE3 complex	0ITAB@euNOG
Ezrin-Nherf1-Irbit-NHE3 complex	KOG1370@euNOG
STAGA complex, SPT3-linked	0KDUJ@euNOG
STAGA complex, SPT3-linked	KOG3902@euNOG
STAGA complex, SPT3-linked	KOG4191@euNOG
STAGA complex, SPT3-linked	KOG0263@euNOG
STAGA complex, SPT3-linked	0INFQ@euNOG
STAGA complex, SPT3-linked	KOG3423@euNOG
STAGA complex, SPT3-linked	KOG2612@euNOG
STAGA complex, SPT3-linked	KOG1142@euNOG
STAGA complex, SPT3-linked	KOG3334@euNOG
STAGA complex, SPT3-linked	0IQTE@euNOG
STAGA complex, SPT3-linked	0JRFF@euNOG
STAGA complex, SPT3-linked	KOG1472@euNOG
STAGA complex, SPT3-linked	0IJ0B@euNOG
STAGA complex, SPT3-linked	KOG3038@euNOG
STAGA complex, SPT3-linked	0IJKN@euNOG
STAGA complex, SPT3-linked	KOG4479@euNOG
STAGA complex, SPT3-linked	KOG1867@euNOG
STAGA complex, SPT3-linked	KOG0889@euNOG
STAGA complex, SPT3-linked	KOG2549@euNOG
ATAC complex, YEATS2-linked	KOG0192@euNOG
ATAC complex, YEATS2-linked	KOG0457@euNOG
ATAC complex, YEATS2-linked	KOG4191@euNOG
ATAC complex, YEATS2-linked	KOG0266@euNOG
ATAC complex, YEATS2-linked	KOG0871@euNOG
ATAC complex, YEATS2-linked	0IGWX@euNOG
ATAC complex, YEATS2-linked	0IHEM@euNOG
ATAC complex, YEATS2-linked	KOG1472@euNOG
ATAC complex, YEATS2-linked	KOG3038@euNOG
ATAC complex, YEATS2-linked	0KD5Y@euNOG
ATAC complex, YEATS2-linked	KOG1658@euNOG
ATAC complex, YEATS2-linked	KOG0870@euNOG
ATAC complex, YEATS2-linked	0IFXK@euNOG
ATAC complex, YEATS2-linked	KOG3149@euNOG
Glis3-Wwtr1 complex	KOG1721@euNOG
Glis3-Wwtr1 complex	0KCVW@euNOG
GLIS3-SUFU complex	KOG1721@euNOG
GLIS3-SUFU complex	0IFRJ@euNOG
B9 complex	0IJPP@euNOG
B9 complex	KOG4838@euNOG
B9 complex	KOG4028@euNOG
B9 complex	KOG4446@euNOG
B9 complex	0IFF2@euNOG
B9 complex	KOG3639@euNOG
B9 complex	KOG4694@euNOG
B9 complex	0IQ0Z@euNOG
B9 complex	KOG2716@euNOG
PI4K2A-WASH complex	KOG1060@euNOG
PI4K2A-WASH complex	KOG0940@euNOG
PI4K2A-WASH complex	KOG3174@euNOG
PI4K2A-WASH complex	KOG0446@euNOG
PI4K2A-WASH complex	KOG0836@euNOG
PI4K2A-WASH complex	KOG0985@euNOG
PI4K2A-WASH complex	KOG3666@euNOG
PI4K2A-WASH complex	KOG3578@euNOG
PI4K2A-WASH complex	0INYI@euNOG
PI4K2A-WASH complex	0IEJH@euNOG
PI4K2A-WASH complex	0KD88@euNOG
PI4K2A-WASH complex	0KD8A@euNOG
PI4K2A-WASH complex	KOG1997@euNOG
PI4K2A-WASH complex	KOG2381@euNOG
Ank2-Kcnj11-Abcc8 complex	KOG3827@euNOG
Ank2-Kcnj11-Abcc8 complex	KOG4177@euNOG
Foxo1-Yap1 complex	0INU8@euNOG
Foxo1-Yap1 complex	KOG2294@euNOG
Ank2-Kcnj11-Abcc9(splice variant 1) complex	KOG0054@euNOG
Ank2-Kcnj11-Abcc9(splice variant 1) complex	KOG3827@euNOG
Ank2-Kcnj11-Abcc9(splice variant 1) complex	KOG4177@euNOG
PI4K2A-PRDX1 complex	KOG0852@euNOG
PI4K2A-PRDX1 complex	KOG2381@euNOG
WWTR1-YWHAQ complex	KOG0841@euNOG
WWTR1-YWHAQ complex	0KCVW@euNOG
Nphp1-Nphp4-Rpgrip1l complex	0IEHW@euNOG
Nphp1-Nphp4-Rpgrip1l complex	0IGZN@euNOG
Nphp1-Nphp4-Rpgrip1l complex	0IE0Z@euNOG
Cep290-Iqcb1 complex	0IIIW@euNOG
Cep290-Iqcb1 complex	KOG0160@euNOG
Ctbp1-Glis2-Hdac3 complex	KOG0067@euNOG
Ctbp1-Glis2-Hdac3 complex	KOG1342@euNOG
Ctbp1-Glis2-Hdac3 complex	KOG1721@euNOG
CTNNB1-GLIS2 complex	KOG4203@euNOG
CTNNB1-GLIS2 complex	KOG1721@euNOG
DVL2-INVS-NPHP4-RPGRIP1L complex	KOG3571@euNOG
DVL2-INVS-NPHP4-RPGRIP1L complex	0IEHW@euNOG
DVL2-INVS-NPHP4-RPGRIP1L complex	0IGZN@euNOG
DVL2-INVS-NPHP4-RPGRIP1L complex	KOG0504@euNOG
MKS1-TMEM67 complex	KOG4611@euNOG
MKS1-TMEM67 complex	KOG4446@euNOG
TNFR2 signaling complex	0ISAN@euNOG
TNFR2 signaling complex	0IJ06@euNOG
TNFR2 signaling complex	KOG2414@euNOG
IL13RA1-TRAF3IP1 complex	0IH4K@euNOG
IL13RA1-TRAF3IP1 complex	KOG3809@euNOG
Actn4-Alms1 complex	KOG0035@euNOG
Actn4-Alms1 complex	0IF7R@euNOG
Arl6-Sec61b complex	KOG0070@euNOG
Arl6-Sec61b complex	KOG3457@euNOG
GLIS2-TRIM32 complex	0ITFD@euNOG
GLIS2-TRIM32 complex	KOG1721@euNOG
DTNBP1-TRIM32 complex	0ITFD@euNOG
DTNBP1-TRIM32 complex	0IF9S@euNOG
NEDD4-PI4K2A complex	KOG0940@euNOG
NEDD4-PI4K2A complex	KOG2381@euNOG
CLTC-PI4K2A complex	KOG0985@euNOG
CLTC-PI4K2A complex	KOG2381@euNOG
PI4K2A-PLDN complex	KOG2381@euNOG
PI4K2A-PLDN complex	0IX0Y@euNOG
DVL1-PI4K2A complex	KOG3571@euNOG
DVL1-PI4K2A complex	KOG2381@euNOG
Cxcr2-Nherf1-PLC-beta-2 complex	0IUKD@euNOG
Cxcr2-Nherf1-PLC-beta-2 complex	0IEHI@euNOG
Cxcr2-Nherf1-PLC-beta-2 complex	0ITAB@euNOG
MKKS-BBS12 complex	0IVI6@euNOG
MKKS-BBS12 complex	KOG0360@euNOG
CPLANE complex	0IHJH@euNOG
CPLANE complex	0II7D@euNOG
CPLANE complex	0IGAV@euNOG
KCNQ1-Kcne1 complex	0IY71@euNOG
KCNQ1-Kcne1 complex	KOG1419@euNOG
DVL1-PIP5K1B-PI4K2A complex	KOG3571@euNOG
DVL1-PIP5K1B-PI4K2A complex	KOG2381@euNOG
CXCR2-NHERF1-PLC-beta-3 complex	0ITAB@euNOG
CXCR2-NHERF1-PLC-beta-3 complex	0IEHI@euNOG
CXCR2-NHERF1-PLC-beta-3 complex	0IUKD@euNOG
TBCD-tubulin(alpha)-tubulin(beta) complex	KOG1375@euNOG
TBCD-tubulin(alpha)-tubulin(beta) complex	KOG1376@euNOG
TBCD-tubulin(alpha)-tubulin(beta) complex	KOG1943@euNOG
KCNQ1-KCNE2 complex	KOG1419@euNOG
KCNQ1-KCNE2 complex	0IX4Y@euNOG
KCNQ1-KCNE3 complex	KOG1419@euNOG
KCNQ1-KCNE3 complex	0IZ1X@euNOG
KCNQ1-KCNE4 complex	KOG1419@euNOG
KCNQ1-KCNE4 complex	0IWSX@euNOG
KCNQ1-KCNE5 complex	KOG1419@euNOG
KCNQ1-KCNE5 complex	0JC0Y@euNOG
TBCD-ARL2-tubulin(beta) complex	KOG1375@euNOG
TBCD-ARL2-tubulin(beta) complex	KOG0073@euNOG
TBCD-ARL2-tubulin(beta) complex	KOG1943@euNOG
TBCE-TBCB-tubulin(alpha) complex	KOG3207@euNOG
TBCE-TBCB-tubulin(alpha) complex	KOG1376@euNOG
TBCE-TBCB-tubulin(alpha) complex	KOG3206@euNOG
TBCD-ARL2-tubulin(beta)-TBCE complex	KOG1375@euNOG
TBCD-ARL2-tubulin(beta)-TBCE complex	KOG0073@euNOG
TBCD-ARL2-tubulin(beta)-TBCE complex	KOG3207@euNOG
TBCD-ARL2-tubulin(beta)-TBCE complex	KOG1943@euNOG
FILIP1-FLNA complex	0KCRR@euNOG
FILIP1-FLNA complex	0IFP9@euNOG
FILIP1-RhoD complex	KOG0393@euNOG
FILIP1-RhoD complex	0IFP9@euNOG
Grk6-Ags3-Galphai2 complex, CXCL8 activated	KOG0986@euNOG
Grk6-Ags3-Galphai2 complex, CXCL8 activated	KOG0082@euNOG
Grk6-Ags3-Galphai2 complex, CXCL8 activated	KOG1130@euNOG
WHAMM-RhoD complex	KOG0393@euNOG
WHAMM-RhoD complex	0IF4S@euNOG
ARP3-WHAMM complex	KOG0678@euNOG
ARP3-WHAMM complex	0IF4S@euNOG
GRASP1-GRIP1 complex	0IKP9@euNOG
GRASP1-GRIP1 complex	KOG3528@euNOG
Grasp1-Grip1-Glur2 complex	KOG1054@euNOG
Grasp1-Grip1-Glur2 complex	KOG3528@euNOG
Grasp1-Grip1-Glur2 complex	0IKP9@euNOG
9-1-1-RHINO complex	KOG3194@euNOG
9-1-1-RHINO complex	KOG3999@euNOG
9-1-1-RHINO complex	KOG2810@euNOG
9-1-1-RHINO complex	0IZA4@euNOG
IQGAP1-CXCR2 complex	0IEHI@euNOG
IQGAP1-CXCR2 complex	KOG2128@euNOG
14-3-3 gamma-CXCR2 complex, unstimulated	0IEHI@euNOG
14-3-3 gamma-CXCR2 complex, unstimulated	KOG0841@euNOG
VASP-CXCR2 complex, CXCL8 stimulated	0IEHI@euNOG
VASP-CXCR2 complex, CXCL8 stimulated	KOG4590@euNOG
RHINO-TopBP1 complex	KOG1929@euNOG
RHINO-TopBP1 complex	0IZA4@euNOG
9b-1-1 complex	KOG3194@euNOG
9b-1-1 complex	KOG3999@euNOG
9b-1-1 complex	KOG2810@euNOG
9b-1b-1 complex	KOG3194@euNOG
9b-1b-1 complex	KOG2810@euNOG
9b-1b-1 complex	KOG3999@euNOG
SIGMAR1-KCNH2 complex	KOG0498@euNOG
SIGMAR1-KCNH2 complex	KOG4143@euNOG
PRAME-Cullin2 ubiquitin ligase complex	0J8VX@euNOG
PRAME-Cullin2 ubiquitin ligase complex	KOG2284@euNOG
H2A-H2B-TDIF2-PCNA complex	KOG1636@euNOG
H2A-H2B-TDIF2-PCNA complex	KOG1756@euNOG
H2A-H2B-TDIF2-PCNA complex	KOG1744@euNOG
H2A-H2B-TDIF2-PCNA complex	KOG3100@euNOG
PRAME-ElonginBC ubiquitin ligase	0J8VX@euNOG
PRAME-ElonginBC ubiquitin ligase	KOG3473@euNOG
PRAME-ElonginBC ubiquitin ligase	KOG4495@euNOG
AURKA-INPP5E complex	KOG0580@euNOG
AURKA-INPP5E complex	KOG0565@euNOG
INPP5E-PDE6D-RPGR complex	KOG4038@euNOG
INPP5E-PDE6D-RPGR complex	KOG1426@euNOG
INPP5E-PDE6D-RPGR complex	KOG0565@euNOG
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex	KOG3392@euNOG
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex	KOG0891@euNOG
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex	KOG1295@euNOG
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex	KOG2051@euNOG
SMG1-UPF2-Y14-MAGOH-UPF3B-EIF4A3 complex	KOG0130@euNOG
AHI1-HAP1 complex	KOG4360@euNOG
AHI1-HAP1 complex	0IQ0Z@euNOG
Fgf12-Nav1.2 complex	0INF8@euNOG
Fgf12-Nav1.2 complex	KOG3885@euNOG
Fhf1b-Nav1.9 complex	0KCTY@euNOG
Fhf1b-Nav1.9 complex	KOG3885@euNOG
KCNMA1-LRRC26 complex	KOG1420@euNOG
KCNMA1-LRRC26 complex	KOG0619@euNOG
ITGB1BP1-KRIT1-RAP1A complex	KOG4335@euNOG
ITGB1BP1-KRIT1-RAP1A complex	0IFN6@euNOG
ITGB1BP1-KRIT1-RAP1A complex	KOG0395@euNOG
AHI1-NPHP1 heterotetramer	0IE0Z@euNOG
AHI1-NPHP1 heterotetramer	0IQ0Z@euNOG
Stx7-Unc13d-Vamp8 complex	KOG0860@euNOG
Stx7-Unc13d-Vamp8 complex	KOG0811@euNOG
Smad3-mSin3A-Hdac1 complex	KOG1342@euNOG
Smad3-mSin3A-Hdac1 complex	KOG4204@euNOG
Smad3-mSin3A-Hdac1 complex	KOG3701@euNOG
SOG complex	KOG1332@euNOG
SOG complex	KOG3830@euNOG
SOG complex	0IE3I@euNOG
SOG complex	KOG3789@euNOG
SOG complex	KOG2445@euNOG
SOG complex	KOG0269@euNOG
SOG complex	KOG1008@euNOG
KICSTOR complex	0IE3I@euNOG
KICSTOR complex	0KHF0@euNOG
KICSTOR complex	0IIK7@euNOG
KICSTOR complex	0IJRR@euNOG
RasGAP-AURKB-survivin complex	KOG1101@euNOG
RasGAP-AURKB-survivin complex	KOG3508@euNOG
RasGAP-AURKB-survivin complex	KOG0580@euNOG
IL10 receptor	0IER7@euNOG
IL10 receptor	0IGAG@euNOG
Vangl1-Dvl1 complex	KOG3571@euNOG
Vangl1-Dvl1 complex	KOG3814@euNOG
Vangl1-Dvl2 complex	KOG3571@euNOG
Vangl1-Dvl2 complex	KOG3814@euNOG
Vangl1-Dvl3 complex	KOG3571@euNOG
Vangl1-Dvl3 complex	KOG3814@euNOG
Vangl2-Dvl1 complex	KOG3571@euNOG
Vangl2-Dvl1 complex	KOG3814@euNOG
Vangl2-Dvl2 complex	KOG3571@euNOG
Vangl2-Dvl2 complex	KOG3814@euNOG
Vangl2-Dvl3 complex	KOG3571@euNOG
Vangl2-Dvl3 complex	KOG3814@euNOG
CCR4-NOT complex	KOG1831@euNOG
CCR4-NOT complex	KOG2150@euNOG
CCR4-NOT complex	KOG3036@euNOG
CCR4-NOT complex	KOG0620@euNOG
CCR4-NOT complex	KOG2471@euNOG
CCR4-NOT complex	KOG2151@euNOG
CCR4-NOT complex	KOG0304@euNOG
CCR4-NOT complex	KOG4508@euNOG
Arnt-Ahrr complex	0KD34@euNOG
Arnt-Ahrr complex	KOG3560@euNOG
GCH1-GCHFR complex	KOG2698@euNOG
GCH1-GCHFR complex	0J0GT@euNOG
TBX20-TLE1 repressor complex	KOG0639@euNOG
TBX20-TLE1 repressor complex	KOG3586@euNOG
TBX20-TLE3 repressor complex	KOG0639@euNOG
TBX20-TLE3 repressor complex	KOG3586@euNOG
TBX20-HDAC2 repressor complex	KOG1342@euNOG
TBX20-HDAC2 repressor complex	KOG3586@euNOG
Tbx20-Tle1 repressor complex	KOG0639@euNOG
Tbx20-Tle1 repressor complex	KOG3586@euNOG
Tbx20-Tle3 repressor complex	KOG0639@euNOG
Tbx20-Tle3 repressor complex	KOG3586@euNOG
Fhl1-Pdlim1-Gsn-Actn1 complex	KOG1703@euNOG
Fhl1-Pdlim1-Gsn-Actn1 complex	KOG0443@euNOG
Fhl1-Pdlim1-Gsn-Actn1 complex	0INGD@euNOG
Fhl1-Pdlim1-Gsn-Actn1 complex	KOG0035@euNOG
Pdlim1-Alpha-actinin-1 complex	KOG1703@euNOG
Pdlim1-Alpha-actinin-1 complex	KOG0035@euNOG
Igfn1-Ky-Flnc complex	0INW6@euNOG
Igfn1-Ky-Flnc complex	KOG4575@euNOG
Igfn1-Ky-Flnc complex	0KCRR@euNOG
SCRIB-NOS1AP-VANGL1 complex	0KCZ0@euNOG
SCRIB-NOS1AP-VANGL1 complex	KOG3814@euNOG
SCRIB-GIT1-ARHGEF7-PAK1 complex	KOG0578@euNOG
SCRIB-GIT1-ARHGEF7-PAK1 complex	KOG2070@euNOG
SCRIB-GIT1-ARHGEF7-PAK1 complex	0KCZ0@euNOG
SCRIB-GIT1-ARHGEF7-PAK1 complex	KOG0818@euNOG
RAD6A-KCMF1-UBR4 complex	KOG0419@euNOG
RAD6A-KCMF1-UBR4 complex	KOG1280@euNOG
Cpt1a-Acsl1-Vdac1 complex	KOG1256@euNOG
Cpt1a-Acsl1-Vdac1 complex	KOG3717@euNOG
Cpt1a-Acsl1-Vdac1 complex	KOG3126@euNOG
mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)	KOG3126@euNOG
mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)	KOG0865@euNOG
mitochondrial permeability  transition pore (PTP) complex (PPIF-SPG7-VDAC1)	KOG0731@euNOG
CLIC5A-EZR-PODXL complex	0IFKB@euNOG
CLIC5A-EZR-PODXL complex	KOG3529@euNOG
CLIC5A-EZR-PODXL complex	KOG1422@euNOG
SCHIP1-EZR-NHERF2 complex	KOG3529@euNOG
SCHIP1-EZR-NHERF2 complex	0KDN9@euNOG
Podxl-Nherf2-Ezr complex	KOG3529@euNOG
Podxl-Nherf2-Ezr complex	0ITAC@euNOG
Podxl-Nherf2-Ezr complex	0IFKB@euNOG
NHE3-NHERF2-ACTN4, Ca(2+) induced	KOG0035@euNOG
